#multi:
;A;;T;;E;;M;;C;;5Mt;;
t;x;y;x;y;x;y;x;y;x;y;x;y;
0,000;0,329;1,430;0,375;0,901;0,427;0,465;0,358;9,141E-2;0,313;6,180E-2;0,460;4,614E-2
0,017;0,330;1,430;0,372;0,899;0,416;0,463;0,341;9,154E-2;0,296;6,205E-2;0,442;4,629E-2
0,033;0,332;1,431;0,369;0,897;0,405;0,462;0,325;9,161E-2;0,279;6,249E-2;0,425;4,656E-2
0,050;0,333;1,432;0,366;0,896;0,394;0,460;0,309;9,203E-2;0,262;6,304E-2;0,408;4,666E-2
0,067;0,334;1,432;0,362;0,894;0,383;0,459;0,291;9,189E-2;0,245;6,310E-2;0,390;4,637E-2
0,083;0,334;1,430;0,358;0,891;0,372;0,457;0,275;9,215E-2;0,229;6,364E-2;0,372;4,669E-2
0,100;0,335;1,428;0,354;0,890;0,360;0,456;0,258;9,260E-2;0,216;6,679E-2;0,354;4,670E-2
0,117;0,336;1,427;0,351;0,887;0,348;0,455;0,241;9,313E-2;0,197;6,444E-2;0,337;4,649E-2
0,133;0,338;1,424;0,348;0,885;0,336;0,453;0,224;9,391E-2;0,178;6,602E-2;0,319;4,641E-2
0,150;0,338;1,422;0,346;0,882;0,324;0,453;0,210;9,654E-2;0,161;6,798E-2;0,302;4,702E-2
0,167;0,339;1,417;0,343;0,880;0,312;0,452;0,192;9,432E-2;0,144;7,123E-2;0,284;4,695E-2
0,183;0,340;1,415;0,341;0,877;0,302;0,451;0,179;0,101;0,128;7,450E-2;0,266;4,716E-2
0,200;0,340;1,411;0,339;0,877;0,292;0,452;0,160;0,101;0,111;7,967E-2;0,248;4,772E-2
0,217;0,342;1,408;0,339;0,875;0,284;0,452;0,145;0,109;9,414E-2;8,407E-2;0,231;4,783E-2
0,233;0,341;1,405;0,338;0,874;0,278;0,452;0,135;0,112;8,383E-2;8,925E-2;0,214;4,793E-2
0,250;0,342;1,402;0,339;0,873;0,274;0,452;0,110;0,115;6,855E-2;9,543E-2;0,197;4,813E-2
0,267;0,343;1,400;0,341;0,873;0,272;0,452;9,850E-2;0,120;5,110E-2;0,106;0,180;4,860E-2
0,283;0,343;1,399;0,343;0,871;0,272;0,451;8,559E-2;0,130;3,543E-2;0,116;0,164;5,080E-2
0,300;0,342;1,398;0,346;0,869;0,273;0,451;7,734E-2;0,131;2,413E-2;0,129;0,147;5,109E-2
0,317;0,342;1,397;0,350;0,869;0,278;0,450;5,960E-2;0,143;1,264E-2;0,143;0,131;5,273E-2
0,333;0,342;1,398;0,355;0,868;0,286;0,449;5,886E-2;0,149;9,878E-3;0,153;0,115;5,569E-2
0,350;0,342;1,399;0,360;0,868;0,295;0,448;5,562E-2;0,159;2,957E-3;0,170;9,954E-2;5,898E-2
0,367;0,342;1,401;0,365;0,867;0,308;0,447;4,837E-2;0,175;6,960E-3;0,189;8,638E-2;6,315E-2
0,383;0,342;1,403;0,370;0,868;0,322;0,446;5,368E-2;0,191;1,571E-2;0,197;7,541E-2;6,963E-2
0,400;0,341;1,405;0,374;0,868;0,338;0,445;6,045E-2;0,202;2,448E-2;0,217;7,267E-2;8,052E-2
0,417;0,340;1,407;0,376;0,868;0,355;0,443;7,102E-2;-5,808E-2;3,403E-2;0,231;7,728E-2;9,256E-2
0,433;0,337;1,408;0,376;0,868;0,373;0,442;8,800E-2;0,226;4,913E-2;0,240;9,113E-2;0,103
0,450;0,335;1,409;0,376;0,868;0,392;0,443;0,104;0,230;6,365E-2;0,253;0,107;0,110
0,467;0,333;1,411;0,375;0,870;0,412;0,445;0,116;0,236;8,112E-2;0,255;0,129;0,115
0,484;0,332;1,413;0,373;0,871;0,432;0,448;0,137;0,238;0,106;0,253;0,153;0,118
0,500;0,330;1,415;0,372;0,874;0,451;0,454;0,159;0,237;0,121;0,249;0,181;0,119
0,517;0,328;1,418;0,370;0,877;0,467;0,459;0,184;0,233;0,143;0,248;0,212;0,118
0,534;0,326;1,420;0,370;0,881;0,482;0,466;0,208;0,227;0,172;0,236;0,245;0,116
0,550;0,324;1,422;0,370;0,884;0,495;0,473;0,235;0,219;0,197;0,219;0,238;0,217
0,567;0,320;1,423;0,370;0,888;0,506;0,479;0,263;0,208;0,223;0,202;0,315;0,105
