#multi:
;A;;T;;E;;M;;C;;5Mt;;
t;x;y;x;y;x;y;x;y;x;y;x;y;
2,134;0,608;2,010;0,665;1,273;0,745;0,654;0,652;0,123;0,588;7,794E-2;0,799;5,928E-2
2,151;0,609;2,015;0,659;1,272;0,719;0,653;0,618;0,124;0,551;8,476E-2;0,763;6,054E-2
2,168;0,611;2,018;0,652;1,271;0,692;0,651;0,582;0,126;0,522;8,878E-2;0,726;6,009E-2
2,184;0,612;2,020;0,646;1,269;0,664;0,649;0,546;0,126;0,482;8,804E-2;0,690;6,042E-2
2,201;0,613;2,020;0,638;1,266;0,635;0,647;0,509;0,128;0,449;9,167E-2;0,652;6,113E-2
2,218;0,613;2,019;0,631;1,262;0,606;0,646;0,475;0,131;0,412;9,491E-2;0,615;6,102E-2
2,234;0,614;2,016;0,622;1,258;0,577;0,645;0,439;0,132;0,369;9,377E-2;0,441;0,133
2,251;0,616;2,012;0,613;1,254;0,550;0,645;0,404;0,135;0,343;9,819E-2;0,543;6,125E-2
2,268;0,618;2,008;0,604;1,249;0,522;0,646;0,367;0,139;0,302;0,105;0,506;6,194E-2
2,284;0,619;2,003;0,595;1,246;0,494;0,647;0,331;0,146;0,268;0,119;0,469;6,266E-2
2,301;0,620;1,998;0,587;1,242;0,470;0,650;0,296;0,152;0,220;0,132;0,431;6,288E-2
2,318;0,622;1,993;0,581;1,238;0,447;0,653;0,262;0,160;0,208;0,141;0,395;6,374E-2
2,334;0,624;1,988;0,576;1,235;0,429;0,655;0,230;0,168;0,160;0,147;0,357;6,448E-2
2,351;0,627;1,982;0,572;1,233;0,416;0,655;0,198;0,176;0,137;0,159;0,205;0,177
2,368;0,628;1,976;0,570;1,230;0,407;0,656;0,167;0,185;0,107;0,170;0,284;6,695E-2
2,384;0,628;1,973;0,570;1,226;0,400;0,655;0,139;0,196;7,270E-2;0,181;0,248;6,900E-2
2,401;0,629;1,971;0,573;1,223;0,397;0,654;0,113;0,209;5,280E-2;0,197;0,214;7,166E-2
2,418;0,632;1,969;0,578;1,218;0,399;0,653;9,137E-2;0,223;2,455E-2;0,223;0,181;7,571E-2
2,434;0,632;1,967;0,587;1,215;0,406;0,651;7,454E-2;0,237;-5,108E-4;0,253;0,148;8,019E-2
2,451;0,632;1,965;0,595;1,212;0,419;0,646;6,562E-2;0,250;1,265E-2;0,265;0,116;8,319E-2
2,468;0,631;1,967;0,605;1,210;0,437;0,640;6,058E-2;0,265;1,388E-2;0,287;8,817E-2;9,044E-2
2,484;0,633;1,970;0,615;1,208;0,463;0,630;6,223E-2;0,281;1,711E-2;0,324;6,472E-2;0,101
2,501;0,635;1,974;0,624;1,207;0,493;0,621;7,024E-2;0,300;2,988E-2;0,340;5,264E-2;0,121
2,518;0,637;1,978;0,629;1,206;0,525;0,614;8,583E-2;0,324;5,503E-2;0,375;5,476E-2;0,146
2,534;0,635;1,983;0,631;1,208;0,559;0,608;0,107;0,346;6,898E-2;0,380;7,418E-2;0,167
2,551;0,633;1,988;0,631;1,211;0,594;0,607;0,138;0,357;9,212E-2;0,401;0,106;0,180
2,568;0,629;1,994;0,630;1,216;0,628;0,610;0,173;0,362;0,139;0,406;0,149;0,183
2,584;0,625;2,000;0,630;1,224;0,662;0,618;0,213;0,359;0,154;0,400;0,203;0,180
